No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,Act.Mode,DT,ActivityX,ActivityY,ActivityZ,Temp [°C],AnimalID,GroupID
1,32733,8/20/2018,1:30:00 PM,8/20/2018,1:30:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,6,16,2,25,N/A,N/A
2,32733,8/20/2018,1:35:00 PM,8/20/2018,1:35:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,10,11,5,25,N/A,N/A
3,32733,8/20/2018,1:40:00 PM,8/20/2018,1:40:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,0,0,23,N/A,N/A
4,32733,8/20/2018,1:45:00 PM,8/20/2018,1:45:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,5,0,0,20,N/A,N/A
5,32733,8/20/2018,1:50:00 PM,8/20/2018,1:50:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,4,0,0,16,N/A,N/A
6,32733,8/20/2018,1:55:00 PM,8/20/2018,1:55:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,0,0,11,N/A,N/A
7,32733,8/20/2018,2:00:00 PM,8/20/2018,2:00:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,0,0,7,N/A,N/A
8,32733,8/20/2018,2:05:00 PM,8/20/2018,2:05:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,0,0,4,N/A,N/A
9,32733,8/20/2018,2:10:00 PM,8/20/2018,2:10:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,0,0,0,N/A,N/A
10,32733,8/20/2018,2:15:00 PM,8/20/2018,2:15:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,0,0,-2,N/A,N/A
11,32733,8/20/2018,2:20:00 PM,8/20/2018,2:20:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,0,0,-4,N/A,N/A
12,32733,8/20/2018,2:25:00 PM,8/20/2018,2:25:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,0,0,-7,N/A,N/A
13,32733,8/20/2018,2:30:00 PM,8/20/2018,2:30:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,0,0,-9,N/A,N/A
14,32733,8/20/2018,2:35:00 PM,8/20/2018,2:35:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,1,0,-11,N/A,N/A
15,32733,8/20/2018,2:40:00 PM,8/20/2018,2:40:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,1,0,-13,N/A,N/A
16,32733,8/20/2018,2:45:00 PM,8/20/2018,2:45:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,1,0,-15,N/A,N/A
17,32733,8/20/2018,2:50:00 PM,8/20/2018,2:50:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,0,0,-16,N/A,N/A
18,32733,8/20/2018,2:55:00 PM,8/20/2018,2:55:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,2,0,-18,N/A,N/A
19,32733,8/20/2018,3:00:00 PM,8/20/2018,3:00:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,8,0,-19,N/A,N/A
20,32733,8/20/2018,3:05:00 PM,8/20/2018,3:05:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,15,0,-19,N/A,N/A
21,32733,8/20/2018,3:10:00 PM,8/20/2018,3:10:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,1,24,0,-20,N/A,N/A
22,32733,8/20/2018,3:15:00 PM,8/20/2018,3:15:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,0,17,0,-21,N/A,N/A
23,32733,8/20/2018,3:20:00 PM,8/20/2018,3:20:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,1,19,0,-22,N/A,N/A
24,32733,8/20/2018,3:25:00 PM,8/20/2018,3:25:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,2,24,0,-23,N/A,N/A
25,32733,8/20/2018,3:30:00 PM,8/20/2018,3:30:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,35,0,-24,N/A,N/A
26,32733,8/20/2018,3:35:00 PM,8/20/2018,3:35:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,42,0,-24,N/A,N/A
27,32733,8/20/2018,3:40:00 PM,8/20/2018,3:40:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,40,0,-24,N/A,N/A
28,32733,8/20/2018,3:45:00 PM,8/20/2018,3:45:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,41,0,-24,N/A,N/A
29,32733,8/20/2018,3:50:00 PM,8/20/2018,3:50:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,4,40,0,-24,N/A,N/A
30,32733,8/20/2018,3:55:00 PM,8/20/2018,3:55:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,40,0,-23,N/A,N/A
31,32733,8/20/2018,4:00:00 PM,8/20/2018,4:00:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,4,39,0,-23,N/A,N/A
32,32733,8/20/2018,4:05:00 PM,8/20/2018,4:05:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,39,0,-22,N/A,N/A
33,32733,8/20/2018,4:10:00 PM,8/20/2018,4:10:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,4,36,0,-22,N/A,N/A
34,32733,8/20/2018,4:15:00 PM,8/20/2018,4:15:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,35,0,-21,N/A,N/A
35,32733,8/20/2018,4:20:00 PM,8/20/2018,4:20:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,2,32,0,-21,N/A,N/A
36,32733,8/20/2018,4:25:00 PM,8/20/2018,4:25:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,4,31,0,-21,N/A,N/A
37,32733,8/20/2018,4:30:00 PM,8/20/2018,4:30:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,30,0,-20,N/A,N/A
38,32733,8/20/2018,4:35:00 PM,8/20/2018,4:35:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,4,30,0,-20,N/A,N/A
39,32733,8/20/2018,4:40:00 PM,8/20/2018,4:40:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,26,0,-20,N/A,N/A
40,32733,8/20/2018,4:45:00 PM,8/20/2018,4:45:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,25,0,-19,N/A,N/A
41,32733,8/20/2018,4:50:00 PM,8/20/2018,4:50:00 PM,Collar,3/12/2019,7:52:58 PM,1,300,3,24,0,-19,N/A,N/A
