No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,Act.Mode,DT,ActivityX,ActivityY,ActivityZ,Temp [°C],AnimalID,GroupID
1,32678,8/20/2018,1:30:00 PM,8/20/2018,1:30:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,16,13,0,25,N/A,N/A
2,32678,8/20/2018,1:35:00 PM,8/20/2018,1:35:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,10,10,4,25,N/A,N/A
3,32678,8/20/2018,1:40:00 PM,8/20/2018,1:40:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,0,0,0,23,N/A,N/A
4,32678,8/20/2018,1:45:00 PM,8/20/2018,1:45:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,1,0,0,18,N/A,N/A
5,32678,8/20/2018,1:50:00 PM,8/20/2018,1:50:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,8,0,0,14,N/A,N/A
6,32678,8/20/2018,1:55:00 PM,8/20/2018,1:55:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,9,0,0,9,N/A,N/A
7,32678,8/20/2018,2:00:00 PM,8/20/2018,2:00:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,3,0,0,5,N/A,N/A
8,32678,8/20/2018,2:05:00 PM,8/20/2018,2:05:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,0,0,0,2,N/A,N/A
9,32678,8/20/2018,2:10:00 PM,8/20/2018,2:10:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,1,0,0,-1,N/A,N/A
10,32678,8/20/2018,2:15:00 PM,8/20/2018,2:15:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,1,0,0,-4,N/A,N/A
11,32678,8/20/2018,2:20:00 PM,8/20/2018,2:20:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,2,0,0,-6,N/A,N/A
12,32678,8/20/2018,2:25:00 PM,8/20/2018,2:25:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,0,0,0,-9,N/A,N/A
13,32678,8/20/2018,2:30:00 PM,8/20/2018,2:30:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,0,0,0,-11,N/A,N/A
14,32678,8/20/2018,2:35:00 PM,8/20/2018,2:35:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,0,0,0,-13,N/A,N/A
15,32678,8/20/2018,2:40:00 PM,8/20/2018,2:40:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,0,0,0,-15,N/A,N/A
16,32678,8/20/2018,2:45:00 PM,8/20/2018,2:45:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,0,0,0,-17,N/A,N/A
17,32678,8/20/2018,2:50:00 PM,8/20/2018,2:50:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,0,0,0,-18,N/A,N/A
18,32678,8/20/2018,2:55:00 PM,8/20/2018,2:55:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,0,0,0,-20,N/A,N/A
19,32678,8/20/2018,3:00:00 PM,8/20/2018,3:00:00 PM,Collar,3/12/2019,8:00:33 PM,1,300,0,0,0,-21,N/A,N/A
