No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,Act.Mode,DT,ActivityX,ActivityY,ActivityZ,Temp [°C],AnimalID,GroupID
1,32866,8/20/2018,1:30:00 PM,8/20/2018,1:30:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,18,14,3,25,N/A,N/A
2,32866,8/20/2018,1:35:00 PM,8/20/2018,1:35:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,8,5,4,25,N/A,N/A
3,32866,8/20/2018,1:40:00 PM,8/20/2018,1:40:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,22,N/A,N/A
4,32866,8/20/2018,1:45:00 PM,8/20/2018,1:45:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,6,0,0,17,N/A,N/A
5,32866,8/20/2018,1:50:00 PM,8/20/2018,1:50:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,17,0,0,11,N/A,N/A
6,32866,8/20/2018,1:55:00 PM,8/20/2018,1:55:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,21,0,0,6,N/A,N/A
7,32866,8/20/2018,2:00:00 PM,8/20/2018,2:00:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,19,0,0,2,N/A,N/A
8,32866,8/20/2018,2:05:00 PM,8/20/2018,2:05:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,20,0,0,-1,N/A,N/A
9,32866,8/20/2018,2:10:00 PM,8/20/2018,2:10:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,16,0,0,-4,N/A,N/A
10,32866,8/20/2018,2:15:00 PM,8/20/2018,2:15:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,4,0,0,-7,N/A,N/A
11,32866,8/20/2018,2:20:00 PM,8/20/2018,2:20:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,7,0,0,-9,N/A,N/A
12,32866,8/20/2018,2:25:00 PM,8/20/2018,2:25:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,2,0,0,-11,N/A,N/A
13,32866,8/20/2018,2:30:00 PM,8/20/2018,2:30:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,1,0,0,-14,N/A,N/A
14,32866,8/20/2018,2:35:00 PM,8/20/2018,2:35:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-15,N/A,N/A
15,32866,8/20/2018,2:40:00 PM,8/20/2018,2:40:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-17,N/A,N/A
16,32866,8/20/2018,2:45:00 PM,8/20/2018,2:45:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-19,N/A,N/A
17,32866,8/20/2018,2:50:00 PM,8/20/2018,2:50:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-20,N/A,N/A
18,32866,8/20/2018,2:55:00 PM,8/20/2018,2:55:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-22,N/A,N/A
19,32866,8/20/2018,3:00:00 PM,8/20/2018,3:00:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-23,N/A,N/A
20,32866,8/20/2018,3:05:00 PM,8/20/2018,3:05:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-24,N/A,N/A
21,32866,8/20/2018,3:10:00 PM,8/20/2018,3:10:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-25,N/A,N/A
22,32866,8/20/2018,3:15:00 PM,8/20/2018,3:15:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-26,N/A,N/A
23,32866,8/20/2018,3:20:00 PM,8/20/2018,3:20:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-26,N/A,N/A
24,32866,8/20/2018,3:25:00 PM,8/20/2018,3:25:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,0,0,0,-27,N/A,N/A
25,32866,8/20/2018,3:30:00 PM,8/20/2018,3:30:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,13,7,0,-28,N/A,N/A
26,32866,8/20/2018,3:35:00 PM,8/20/2018,3:35:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,14,14,0,-27,N/A,N/A
27,32866,8/20/2018,3:40:00 PM,8/20/2018,3:40:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,15,15,0,-26,N/A,N/A
28,32866,8/20/2018,3:45:00 PM,8/20/2018,3:45:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,16,15,0,-26,N/A,N/A
29,32866,8/20/2018,3:50:00 PM,8/20/2018,3:50:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,16,15,0,-25,N/A,N/A
30,32866,8/20/2018,3:55:00 PM,8/20/2018,3:55:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,15,15,0,-25,N/A,N/A
31,32866,8/20/2018,4:00:00 PM,8/20/2018,4:00:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,14,14,0,-24,N/A,N/A
32,32866,8/20/2018,4:05:00 PM,8/20/2018,4:05:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,16,15,0,-24,N/A,N/A
33,32866,8/20/2018,4:10:00 PM,8/20/2018,4:10:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,17,19,0,-23,N/A,N/A
34,32866,8/20/2018,4:15:00 PM,8/20/2018,4:15:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,15,14,0,-23,N/A,N/A
35,32866,8/20/2018,4:20:00 PM,8/20/2018,4:20:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,18,18,0,-23,N/A,N/A
36,32866,8/20/2018,4:25:00 PM,8/20/2018,4:25:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,16,13,0,-22,N/A,N/A
37,32866,8/20/2018,4:30:00 PM,8/20/2018,4:30:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,20,18,0,-22,N/A,N/A
38,32866,8/20/2018,4:35:00 PM,8/20/2018,4:35:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,19,16,0,-22,N/A,N/A
39,32866,8/20/2018,4:40:00 PM,8/20/2018,4:40:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,17,13,0,-22,N/A,N/A
40,32866,8/20/2018,4:45:00 PM,8/20/2018,4:45:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,21,15,0,-21,N/A,N/A
41,32866,8/20/2018,4:50:00 PM,8/20/2018,4:50:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,22,13,0,-21,N/A,N/A
42,32866,8/20/2018,4:55:00 PM,8/20/2018,4:55:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,22,12,0,-20,N/A,N/A
43,32866,8/20/2018,5:00:00 PM,8/20/2018,5:00:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,24,12,0,-20,N/A,N/A
44,32866,8/20/2018,5:05:00 PM,8/20/2018,5:05:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,21,11,0,-20,N/A,N/A
45,32866,8/20/2018,5:10:00 PM,8/20/2018,5:10:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,23,11,0,-19,N/A,N/A
46,32866,8/20/2018,5:15:00 PM,8/20/2018,5:15:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,23,10,0,-19,N/A,N/A
47,32866,8/20/2018,5:20:00 PM,8/20/2018,5:20:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,23,7,0,-18,N/A,N/A
48,32866,8/20/2018,5:25:00 PM,8/20/2018,5:25:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,23,8,0,-18,N/A,N/A
49,32866,8/20/2018,5:30:00 PM,8/20/2018,5:30:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,25,7,0,-18,N/A,N/A
50,32866,8/20/2018,5:35:00 PM,8/20/2018,5:35:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,23,6,0,-17,N/A,N/A
51,32866,8/20/2018,5:40:00 PM,8/20/2018,5:40:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,23,4,0,-17,N/A,N/A
52,32866,8/20/2018,5:45:00 PM,8/20/2018,5:45:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,23,2,0,-16,N/A,N/A
53,32866,8/20/2018,5:50:00 PM,8/20/2018,5:50:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,23,2,0,-16,N/A,N/A
54,32866,8/20/2018,5:55:00 PM,8/20/2018,5:55:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,23,2,0,-16,N/A,N/A
55,32866,8/20/2018,6:00:00 PM,8/20/2018,6:00:00 PM,Collar,3/12/2019,7:58:29 PM,1,300,23,1,0,-15,N/A,N/A
