No,CollarID,UTC_Date,UTC_Time,LMT_Date,LMT_Time,Origin,SCTS_Date,SCTS_Time,Act.Mode,DT,ActivityX,ActivityY,ActivityZ,Temp [°C],AnimalID,GroupID
1,32680,8/20/2018,1:30:00 PM,8/20/2018,1:30:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,9,10,2,25,N/A,N/A
2,32680,8/20/2018,1:35:00 PM,8/20/2018,1:35:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,7,6,3,25,N/A,N/A
3,32680,8/20/2018,1:40:00 PM,8/20/2018,1:40:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,22,N/A,N/A
4,32680,8/20/2018,1:45:00 PM,8/20/2018,1:45:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,3,0,0,17,N/A,N/A
5,32680,8/20/2018,1:50:00 PM,8/20/2018,1:50:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,12,0,0,12,N/A,N/A
6,32680,8/20/2018,1:55:00 PM,8/20/2018,1:55:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,15,0,0,7,N/A,N/A
7,32680,8/20/2018,2:00:00 PM,8/20/2018,2:00:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,9,0,0,3,N/A,N/A
8,32680,8/20/2018,2:05:00 PM,8/20/2018,2:05:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,4,0,0,0,N/A,N/A
9,32680,8/20/2018,2:10:00 PM,8/20/2018,2:10:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,1,0,0,-3,N/A,N/A
10,32680,8/20/2018,2:15:00 PM,8/20/2018,2:15:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-6,N/A,N/A
11,32680,8/20/2018,2:20:00 PM,8/20/2018,2:20:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-8,N/A,N/A
12,32680,8/20/2018,2:25:00 PM,8/20/2018,2:25:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-11,N/A,N/A
13,32680,8/20/2018,2:30:00 PM,8/20/2018,2:30:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-13,N/A,N/A
14,32680,8/20/2018,2:35:00 PM,8/20/2018,2:35:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-15,N/A,N/A
15,32680,8/20/2018,2:40:00 PM,8/20/2018,2:40:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-17,N/A,N/A
16,32680,8/20/2018,2:45:00 PM,8/20/2018,2:45:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-18,N/A,N/A
17,32680,8/20/2018,2:50:00 PM,8/20/2018,2:50:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-20,N/A,N/A
18,32680,8/20/2018,2:55:00 PM,8/20/2018,2:55:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-21,N/A,N/A
19,32680,8/20/2018,3:00:00 PM,8/20/2018,3:00:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-22,N/A,N/A
20,32680,8/20/2018,3:05:00 PM,8/20/2018,3:05:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-23,N/A,N/A
21,32680,8/20/2018,3:10:00 PM,8/20/2018,3:10:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-25,N/A,N/A
22,32680,8/20/2018,3:15:00 PM,8/20/2018,3:15:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-25,N/A,N/A
23,32680,8/20/2018,3:20:00 PM,8/20/2018,3:20:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-25,N/A,N/A
24,32680,8/20/2018,3:25:00 PM,8/20/2018,3:25:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-26,N/A,N/A
25,32680,8/20/2018,3:30:00 PM,8/20/2018,3:30:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-27,N/A,N/A
26,32680,8/20/2018,3:35:00 PM,8/20/2018,3:35:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-27,N/A,N/A
27,32680,8/20/2018,3:40:00 PM,8/20/2018,3:40:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-27,N/A,N/A
28,32680,8/20/2018,3:45:00 PM,8/20/2018,3:45:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-27,N/A,N/A
29,32680,8/20/2018,3:50:00 PM,8/20/2018,3:50:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-26,N/A,N/A
30,32680,8/20/2018,3:55:00 PM,8/20/2018,3:55:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-25,N/A,N/A
31,32680,8/20/2018,4:00:00 PM,8/20/2018,4:00:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-25,N/A,N/A
32,32680,8/20/2018,4:05:00 PM,8/20/2018,4:05:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-24,N/A,N/A
33,32680,8/20/2018,4:10:00 PM,8/20/2018,4:10:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-24,N/A,N/A
34,32680,8/20/2018,4:15:00 PM,8/20/2018,4:15:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-24,N/A,N/A
35,32680,8/20/2018,4:20:00 PM,8/20/2018,4:20:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-23,N/A,N/A
36,32680,8/20/2018,4:25:00 PM,8/20/2018,4:25:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-23,N/A,N/A
37,32680,8/20/2018,4:30:00 PM,8/20/2018,4:30:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-23,N/A,N/A
38,32680,8/20/2018,4:35:00 PM,8/20/2018,4:35:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-22,N/A,N/A
39,32680,8/20/2018,4:40:00 PM,8/20/2018,4:40:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-22,N/A,N/A
40,32680,8/20/2018,4:45:00 PM,8/20/2018,4:45:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-21,N/A,N/A
41,32680,8/20/2018,4:50:00 PM,8/20/2018,4:50:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-21,N/A,N/A
42,32680,8/20/2018,4:55:00 PM,8/20/2018,4:55:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-21,N/A,N/A
43,32680,8/20/2018,5:00:00 PM,8/20/2018,5:00:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-20,N/A,N/A
44,32680,8/20/2018,5:05:00 PM,8/20/2018,5:05:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-20,N/A,N/A
45,32680,8/20/2018,5:10:00 PM,8/20/2018,5:10:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-19,N/A,N/A
46,32680,8/20/2018,5:15:00 PM,8/20/2018,5:15:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-19,N/A,N/A
47,32680,8/20/2018,5:20:00 PM,8/20/2018,5:20:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-19,N/A,N/A
48,32680,8/20/2018,5:25:00 PM,8/20/2018,5:25:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-18,N/A,N/A
49,32680,8/20/2018,5:30:00 PM,8/20/2018,5:30:00 PM,Collar,3/12/2019,7:48:11 PM,1,300,0,0,0,-18,N/A,N/A
